CUENTA;FECMOV;CPBINT;DESMOV;DEBHAB;IMPMOV;CPBINTAUX;RUBRO
220417800;17/04/2009;13744;Gtos Mante MARIANO GONZALEZ;H;305,90;100001798
880300400;03/04/2009;13746;Cpra Comes PUNTO Y COMA II;D;759,44;100002446
220400900;03/04/2009;13746;Cpra Comes PUNTO Y COMA II;H;759,44;100002446
880300400;03/04/2009;13748;Cpra Comes PUNTO Y COMA II;D;400,50;100002447
220400900;03/04/2009;13748;Cpra Comes PUNTO Y COMA II;H;400,50;100002447
880300400;16/04/2009;13750;Cpra Comes PUNTO Y COMA II;D;589,59;100002468
220400900;16/04/2009;13750;Cpra Comes PUNTO Y COMA II;H;589,59;100002468
880300300;03/04/2009;13752;Cpra Medic FARMACIA R. ZAMPIER;D;20,00;200001657
220425600;03/04/2009;13752;Cpra Medic FARMACIA R. ZAMPIER;H;20,00;200001657
880300300;15/04/2009;13754;Cpra Medic FARMACIA R. ZAMPIER;D;243,00;200001670
220425600;15/04/2009;13754;Cpra Medic FARMACIA R. ZAMPIER;H;243,00;200001670
880300300;15/04/2009;13756;Cpra Medic FARMACIA BOND S.R.L;D;2747,50;100006135
220425100;15/04/2009;13756;Cpra Medic FARMACIA BOND S.R.L;H;2747,50;100006135
880302100;14/04/2009;13758;ROPA/CAMA SURIANO S.A.;D;586,75;1200060982
220420600;14/04/2009;13758;ROPA/CAMA SURIANO S.A.;H;586,75;1200060982
880300300;13/04/2009;13760;Cpra Medic CEVALLOS SALUD S.R.;D;471,17;100004814
220426000;13/04/2009;13760;Cpra Medic CEVALLOS SALUD S.R.;H;471,17;100004814
880300400;17/04/2009;13762;Cpra Comes ANALIA E. BUJANDA;D;318,12;100000574
220401100;17/04/2009;13762;Cpra Comes ANALIA E. BUJANDA;H;318,12;100000574
880300400;15/04/2009;13764;Cpra Comes PANAD. LOURDES (MEN;D;3970,50;200000026
220402000;15/04/2009;13764;Cpra Comes PANAD. LOURDES (MEN;H;3970,50;200000026
880300400;09/04/2009;13766;Cpra Comes PESCADERIA EL DORAD;D;120,00;200002146
220402800;09/04/2009;13766;Cpra Comes PESCADERIA EL DORAD;H;120,00;200002146
880300400;15/04/2009;13768;Cpra Comes OLIVARES DE LA COST;D;590,00;100000092
220402900;15/04/2009;13768;Cpra Comes OLIVARES DE LA COST;H;590,00;100000092
100702600;02/04/2009;13770;LA SERENISIMA 30707210385;D;0,82;88-22452875
880300400;02/04/2009;13770;LA SERENISIMA 30707210385;H;0,82;88-22452875
100702600;03/04/2009;13771;LA SERENISIMA 30707210385;D;0,82;88-22463222
880300400;03/04/2009;13771;LA SERENISIMA 30707210385;H;0,82;88-22463222
100702600;04/04/2009;13772;LA SERENISIMA 30707210385;D;0,82;88-22470948
880300400;04/04/2009;13772;LA SERENISIMA 30707210385;H;0,82;88-22470948
100702600;06/04/2009;13773;LA SERENISIMA 30707210385;D;0,82;88-22480929
880300400;06/04/2009;13773;LA SERENISIMA 30707210385;H;0,82;88-22480929
100702600;07/04/2009;13774;LA SERENISIMA 30707210385;D;0,82;88-22491413
880300400;07/04/2009;13774;LA SERENISIMA 30707210385;H;0,82;88-22491413
100702600;08/04/2009;13775;LA SERENISIMA 30707210385;D;0,82;88-22503318
880300400;08/04/2009;13775;LA SERENISIMA 30707210385;H;0,82;88-22503318
100702600;01/04/2009;13776;CABLEVISION 30573652084 09.03;D;4,40;918-00022180
880301100;01/04/2009;13776;CABLEVISION 30573652084 09.03;H;4,40;918-00022180
100702600;08/04/2009;13777;CABLEVISION 30573652084;D;4,40;918-00033228
880301100;08/04/2009;13777;CABLEVISION 30573652084;H;4,40;918-00033228
880401200;03/04/2009;13778;SERV.SEGUR SINCLAIR SEG. PRIVA;D;16267,92;300000114
220412600;03/04/2009;13778;SERV.SEGUR SINCLAIR SEG. PRIVA;H;16267,92;300000114
880302500;06/04/2009;13780;Gtos AtPac REMIS HAEDO NUEVO;D;900,00;100001146
220420700;06/04/2009;13780;Gtos AtPac REMIS HAEDO NUEVO;H;900,00;100001146
880302500;07/04/2009;13782;Gtos AtPac REMIS HAEDO NUEVO;D;452,04;100001147
220420700;07/04/2009;13782;Gtos AtPac REMIS HAEDO NUEVO;H;452,04;100001147
880302500;14/04/2009;13784;Gtos AtPac REMIS HAEDO NUEVO;D;800,00;100001148
220420700;14/04/2009;13784;Gtos AtPac REMIS HAEDO NUEVO;H;800,00;100001148
880302500;15/04/2009;13786;Gtos AtPac REMIS HAEDO NUEVO;D;218,00;100001149
220420700;15/04/2009;13786;Gtos AtPac REMIS HAEDO NUEVO;H;218,00;100001149
880302500;20/04/2009;13788;Gtos AtPac REMIS HAEDO NUEVO;D;600,00;100001151
220420700;20/04/2009;13788;Gtos AtPac REMIS HAEDO NUEVO;H;600,00;100001151
880302500;21/04/2009;13790;Gtos AtPac REMIS HAEDO NUEVO;D;550,00;100001152
220420700;21/04/2009;13790;Gtos AtPac REMIS HAEDO NUEVO;H;550,00;100001152
880302500;22/04/2009;13792;Gtos AtPac REMIS HAEDO NUEVO;D;351,00;100001153
220420700;22/04/2009;13792;Gtos AtPac REMIS HAEDO NUEVO;H;351,00;100001153
880301000;08/04/2009;13794;Gtos Mante J.C.GOMEZ;D;917,50;100018568
220415900;08/04/2009;13794;Gtos Mante J.C.GOMEZ;H;917,50;100018568
880401800;01/04/2009;13796;HONO Y GAS CARLOS H. ORTEGA;D;11000,00;100000701
220411600;01/04/2009;13796;HONO Y GAS CARLOS H. ORTEGA;H;11000,00;100000701
880300400;06/04/2009;13798;Cpra Comes MERCURIO PREITI;D;655,50;100000058
220402100;06/04/2009;13798;Cpra Comes MERCURIO PREITI;H;655,50;100000058
880300400;03/04/2009;13800;Cpra Comes DOÑA URSULA;D;1006,40;100000011
220401600;03/04/2009;13800;Cpra Comes DOÑA URSULA;H;1006,40;100000011
880300400;03/04/2009;13802;Cpra Comes DOÑA URSULA;D;1064,25;100000012
220401600;03/04/2009;13802;Cpra Comes DOÑA URSULA;H;1064,25;100000012
880300400;03/04/2009;13804;Cpra Comes DOÑA URSULA;D;1006,10;100000013
220401600;03/04/2009;13804;Cpra Comes DOÑA URSULA;H;1006,10;100000013
880300300;07/04/2009;13806;Cpra Medic DENVER FARMA S.A.;D;2682,91;100017049
220425500;07/04/2009;13806;Cpra Medic DENVER FARMA S.A.;H;2682,91;100017049
100702600;07/04/2009;13808;DENVER FARMA 33629282659;D;64,91;1-00017049
880300300;07/04/2009;13808;DENVER FARMA 33629282659;H;64,91;1-00017049
880300400;06/04/2009;13809;Cpra Comes DISTRIBUIDORA DEVOT;D;999,75;200001191
220401200;06/04/2009;13809;Cpra Comes DISTRIBUIDORA DEVOT;H;999,75;200001191
880300400;07/04/2009;13811;Cpra Comes ALFREDO H. FRAGATI;D;601,81;100000455
220402200;07/04/2009;13811;Cpra Comes ALFREDO H. FRAGATI;H;601,81;100000455
880300400;07/04/2009;13813;Cpra Comes ALFREDO H. FRAGATI;D;499,65;100000456
220402200;07/04/2009;13813;Cpra Comes ALFREDO H. FRAGATI;H;499,65;100000456
880401100;17/04/2009;13815;GTOS INFO MARCELO FABIAN LOPEZ;D;360,00;100000161
220410000;17/04/2009;13815;GTOS INFO MARCELO FABIAN LOPEZ;H;360,00;100000161
880401100;17/04/2009;13817;GTOS INFO MARCELO FABIAN LOPEZ;D;390,00;100000162
220410000;17/04/2009;13817;GTOS INFO MARCELO FABIAN LOPEZ;H;390,00;100000162
880401100;17/04/2009;13819;GTOS INFO DIGICOM S.A.;D;300,00;100001719
220411100;17/04/2009;13819;GTOS INFO DIGICOM S.A.;H;300,00;100001719
880401100;22/04/2009;13821;GTOS INFO DIGICOM S.A.;D;367,07;100001720
220411100;22/04/2009;13821;GTOS INFO DIGICOM S.A.;H;367,07;100001720
880401100;23/04/2009;13823;GTOS INFO DIGICOM S.A.;D;133,40;100001721
220411100;23/04/2009;13823;GTOS INFO DIGICOM S.A.;H;133,40;100001721
880301000;08/04/2009;13825;INISA S.A.;D;2386,50;3-00040765
100300700;08/04/2009;13825;INISA S.A.;H;2344,74;
220600201;08/04/2009;13825;INISA S.A.;H;41,76;
220600100;23/04/2009;13826;RET. GANANCIAS;D;1596,00;
100300700;23/04/2009;13826;RET. GANANCIAS;H;1596,00;
220501200;22/04/2009;13827;SUELDOS;D;170,00;
100300700;22/04/2009;13827;SUELDOS;H;170,00;
220501200;21/04/2009;13828;SUELDOS;D;1733,18;
100300700;21/04/2009;13828;SUELDOS;H;1733,18;
220501200;21/04/2009;13829;SUELDOS;D;2128,24;
100300700;21/04/2009;13829;SUELDOS;H;2128,24;
220501200;17/04/2009;13830;SUELDOS;D;3253,03;
100300700;17/04/2009;13830;SUELDOS;H;3253,03;
880301000;17/04/2009;13831;INISA S.A.;D;977,99;3-00040874
100300700;17/04/2009;13831;INISA S.A.;H;960,88;
220600201;17/04/2009;13831;INISA S.A.;H;17,11;
100300500;05/05/2009;13832;EDENOR S.A.;H;1097,24;
100300500;05/05/2009;13832;EDENOR S.A.;H;2051,66;
100300500;05/05/2009;13832;EDENOR S.A.;H;681,84;
220408000;05/05/2009;13832;EDENOR S.A.;D;3830,74;
220501200;17/04/2009;13833;SUELDOS;D;4690,00;
100300700;17/04/2009;13833;SUELDOS;H;4690,00;
220501200;17/04/2009;13834;SUELDOS;D;7160,00;
100300700;17/04/2009;13834;SUELDOS;H;7160,00;
220501200;17/04/2009;13835;SUELDOS;D;50,00;
100300700;17/04/2009;13835;SUELDOS;H;50,00;
220501200;17/04/2009;13837;SUELDOS;D;96590,97;
100300700;17/04/2009;13837;SUELDOS;H;96590,97;
220501200;17/04/2009;13838;SUELDOS;D;59696,14;
100300700;17/04/2009;13838;SUELDOS;H;59696,14;
880301100;16/04/2009;13840;Serv Publi EDENOR S.A.;D;681,84;383473960
220408000;16/04/2009;13840;Serv Publi EDENOR S.A.;H;681,84;383473960
880301100;16/04/2009;13842;Serv Publi EDENOR S.A.;D;2051,66;383473961
220408000;16/04/2009;13842;Serv Publi EDENOR S.A.;H;2051,66;383473961
880301100;16/04/2009;13844;Serv Publi EDENOR S.A.;D;1097,24;383473968
220408000;16/04/2009;13844;Serv Publi EDENOR S.A.;H;1097,24;383473968
880301100;03/04/2009;13846;Serv Publi TELEFONICA ARGENT.;D;31,18;220090403
220407700;03/04/2009;13846;Serv Publi TELEFONICA ARGENT.;H;31,18;220090403
880301100;03/04/2009;13848;Serv Publi TELEFONICA DE ARGEN;D;3865,61;220090403
220408200;03/04/2009;13848;Serv Publi TELEFONICA DE ARGEN;H;3865,61;220090403
220700800;01/04/2009;13851;CARLOS O. BERGNA C/PARTICULAR;D;115,00;
880400400;01/04/2009;13851;MASTERCARD;D;138,48;
880401600;01/04/2009;13851;MASTERCARD;D;146,16
220410400;01/04/2009;13851;MASTERCARD;D;1357,83
100300500;01/04/2009;13851;MASTERCARD;H;64,38
100300500;01/04/2009;13851;MASTERCARD;H;1693,09
220700810;13/04/2009;13852;MARTHA ADDEO C/PARTICULAR;D;1438,45
880400400;13/04/2009;13852;VISA CLASSIC;D;20,28
880401600;13/04/2009;13852;VISA CLASSIC;D;98,00
100300500;13/04/2009;13852;VISA CLASSIC;H;1556,73
220501200;08/04/2009;13853;SUELDOS;D;3450,00
100300700;08/04/2009;13853;SUELDOS;H;3450,00
220501200;03/04/2009;13854;SUELDOS;D;2950,00
100300700;03/04/2009;13854;SUELDOS;H;2950,00
220501200;06/04/2009;13855;SUELDOS;D;300,00
100300700;06/04/2009;13855;SUELDOS;H;300,00
220501200;08/04/2009;13856;SUELDOS;D;200,00
100300700;08/04/2009;13856;SUELDOS;H;200,00
220501200;03/04/2009;13857;SUELDOS;D;1475,01
100300700;03/04/2009;13857;SUELDOS;H;1475,01
220501200;06/04/2009;13858;SUELDOS;D;1986,18
100300700;06/04/2009;13858;SUELDOS;H;1986,18
220501200;03/04/2009;13859;SUELDOS;D;2121,22
100300700;03/04/2009;13859;SUELDOS;H;2121,22
100300500;07/04/2009;13860;DEP. 48 HS BCO. NACION;D;30000,00
100309500;07/04/2009;13860;PASE BCO. PROV. CTA.3447/0;H;30000,00
100300700;06/04/2009;13861;DEP. 48 HS BCO. NACION;D;100000,00
100309500;06/04/2009;13861;PASE BCO. CREDICOOP 13528/9;H;100000,00
100300500;01/04/2009;13862;DEP. 48 HS BCO. NACION;D;30000,00
100309500;01/04/2009;13862;PASE BCO. PROV. 3447/0;H;30000,00
100300700;01/04/2009;13863;DEP. 48 HS BCO. NACION;D;200000,00
100309500;01/04/2009;13863;PASE BCO. CRED. 13528/9;H;200000,00
100300700;13/04/2009;13864;DEP. 48 HS BCO. NACION;D;90000,00
100309500;13/04/2009;13864;PASE BCO. CRED. 13528/9;H;90000,00
100300500;15/04/2009;13865;DEP. 48 HS BCO. NACION;D;80000,00;
100309500;15/04/2009;13865;PASE BCO. PROV. 3447/0;H;80000,00;
100300700;15/04/2009;13866;DEP. 48 HS BCO. NACION;D;145000,00;
100309500;15/04/2009;13866;PASE BACO. CRED. 13528/9;H;145000,00;
220600100;15/04/2009;13867;AFIP RET. GANANCIAS;D;10719,60;
100300700;15/04/2009;13867;AFIP RET. GANANCIAS;H;10719,60;
660300100;01/04/2009;13868;NTA. CTO INST.NAC.DE SERV.SOC.;D;44466,04;100000183
100600200;01/04/2009;13868;NTA. CTO INST.NAC.DE SERV.SOC.;H;44466,04;100000183
100600200;03/04/2009;13870;VTA.CTA.CT INST.NAC.DE SERV.SO;D;749593,27;100001044
660300100;03/04/2009;13870;VTA.CTA.CT INST.NAC.DE SERV.SO;H;749593,27;100001044
100600200;03/04/2009;13872;ANULADA INST.NAC.DE SERV.SOC.P;D;0,00;100001045
660300100;03/04/2009;13872;ANULADA INST.NAC.DE SERV.SOC.P;H;0,00;100001045
100600200;03/04/2009;13874;ANULADA INST.NAC.DE SERV.SOC.P;D;0,00;100001046
660300100;03/04/2009;13874;ANULADA INST.NAC.DE SERV.SOC.P;H;0,00;100001046
100601600;03/04/2009;13876;VTA.CTA.CT INST.OBRA MEDICO AS;D;5120,00;100001047
660300100;03/04/2009;13876;VTA.CTA.CT INST.OBRA MEDICO AS;H;5120,00;100001047
100601600;03/04/2009;13878;ANULADA INST.OBRA MEDICO ASIS.;D;0,00;100001048
660300100;03/04/2009;13878;ANULADA INST.OBRA MEDICO ASIS.;H;0,00;100001048
100601600;03/04/2009;13880;VTA.CTA.CT INST.OBRA MEDICO AS;D;762,00;100001049
660300100;03/04/2009;13880;VTA.CTA.CT INST.OBRA MEDICO AS;H;762,00;100001049
100600200;03/04/2009;13882;VTA.CTA.CT INST.NAC.DE SERV.SO;D;245,22;100001050
660300100;03/04/2009;13882;VTA.CTA.CT INST.NAC.DE SERV.SO;H;245,22;100001050
100601600;06/04/2009;13884;VTA.CTA.CT INST.OBRA MEDICO AS;D;36259,00;100001051
660300100;06/04/2009;13884;VTA.CTA.CT INST.OBRA MEDICO AS;H;36259,00;100001051
100602000;06/04/2009;13886;VTA.CTA.CT NEVILLE DAVID (SALU;D;4150,90;100001052
660300100;06/04/2009;13886;VTA.CTA.CT NEVILLE DAVID (SALU;H;4150,90;100001052
100601500;06/04/2009;13888;VTA.CTA.CT CLINICA STA.ROSA PS;D;6000,00;100001053
660300100;06/04/2009;13888;VTA.CTA.CT CLINICA STA.ROSA PS;H;6000,00;100001053
100601800;13/04/2009;13890;VTA.CTA.CT ABEASM;D;9826,54;100001054
660300100;13/04/2009;13890;VTA.CTA.CT ABEASM;H;9826,54;100001054
100600200;27/04/2009;13892;VTA.CTA.CT INST.NAC.DE SERV.SO;D;37479,66;100001055
660300100;27/04/2009;13892;VTA.CTA.CT INST.NAC.DE SERV.SO;H;37479,66;100001055
660300100;06/04/2009;13894;DAVID NEVILLE;D;120,90;1-00001052
220600202;06/04/2009;13894;DAVID NEVILLE;H;120,90;1-00001052
100309500;01/04/2009;13895;DEP.X TRANFERENCIA PAMI;D;691024,69;
100702100;01/04/2009;13895;PAMI;D;14102,54;43877688
100600200;01/04/2009;13895;PAGO FACT. 1-1015/NC 1-183;H;705127,23;0-00003737
100300200;01/04/2009;13896;CAJA;D;8000,00;78484742
100300700;01/04/2009;13896;CAJA;H;8000,00;78484742
100300700;07/04/2009;13897;SUBSIDIO PAC. DUARTE, EMA;H;100,00;78484743
100300700;07/04/2009;13897;SUBSIDIO PAC. MORALES, ANIBAL;H;100,00;78484744
100300700;07/04/2009;13897;SUBSIDIO PAC. SERRANO, J.C.;H;100,00;78484745
100300700;07/04/2009;13897;SUBSIDIO PAC. REGUEIRO, SUSANA;H;150,00;78484746
100300700;07/04/2009;13897;SUBSIDIO PAC. DE LEON, ISIDORO;H;80,00;78484747
100300700;07/04/2009;13897;SUBSIDIO PAC. BOUSO, HECTOR;H;100,00;78484748
100300200;07/04/2009;13897;SUBSIDIOS PACIENTES;H;30,00;
880302500;07/04/2009;13897;SUBSIDIOS PACIENTES;D;660,00;
100300200;13/04/2009;13899;CAJA;D;5000,00;78661556
100300700;13/04/2009;13899;CAJA;H;5000,00;78661556
